Chinese,Fitted
"氧气","oxygen"
"翻领","lapel"
"公鸡","Rooster"
"番茄植物","tomato plant"
"儿童节","children's day"
"涉水","wading"
"六月","June"
"十一月","November"
"猛虎经济","tiger economy"
"人类基因组码","human genome code"
"演奏台","bandstand"
"见面问候","meet and greet"
"登机楼梯","boarding stairs"
"舷外马达","outboard motor"
"饲养员","breeder"
"牙科成像","dental imaging"
"坐骨神经","sciatic nerve"
"干细胞","stem cell"
"马桶刷","toilet brush"
"叶酸","folic acid"
"青柠汁","lime juice"
"马来西亚的食物","malaysian food"
"番茄沙拉","tomato salad"
"脱位","Dislocation"
"圣诞树农场","Christmas tree farm"
"烟草行业","tobacco industry"
"流感疫苗","Flu vaccine"
"外肌层","muscularis externa"
"供热工程师","Heating engineer"
"干壁","drywall"
"文章","article"
"双眼视力","binocular vision"
"脊背表面","dorsal surface"
"齿龈炎","Gingivitis"
"木瓦","shingles"
"带状疱疹","Shingles"
"热带海参","tropical sea cucumber"
"病毒感染","Viral infection"
"采购订单","purchase order"
"忏悔星期二","Shrove Tuesday"
"蜂蜡","beeswax"
"蜜蜡","beeswax"
"后方挡风玻璃","rear windshield"
"电脑包","laptop bag"
"鸡肉汉堡","chicken burger"
"美容牙科","cosmetic dentistry"
"沙漠化","Desertification"
"电子音乐","electronic music"
"鱼油","fish oil"
"警服","police uniform"
"头颅帽","skull cap"
"供应链","supply chain"
"打蜡的夹克","waxed jacket"
"青年体育比赛","Youth sports competition"
"蓝果丽","Rangoli"
"正手","Forehand"
"Durga Puja Festival","Durga Puja Festival"
"后挡板","Tailgate"
"维管植物","vascular plants"
"刀刃","blade"
"皂石","Soapstone"
"五个物体","five objects"
"古典吉他","classical guitar"
"社会责任","social responsibility"
"症状","symptom"
"少林","Shaolin"
"无酒精","alcohol free"
"开胃板","appetizer plate"
"浆果果汁","berry juice"
"凝乳酪","curd cheese"
"低照明","low lighting"
"眉笔","eyebrow pencil"
"国际边境","international border"
"岩石海岸线","rocky coastline"
"炸肉排","Schnitzel"
"寿司米","sushi rice"
"蔬菜汁","vegetable juice"
"味美思酒","Vermouth"
"伍德蓝德小径","woodland trail"
"湿疹","eczema"
"血液学","hematology"
"金属工业","metal industry"
"柠檬汁","lemon juice"
"电影或电视工作室","film or television studio"
"回旋桥","swing bridge"
"宠物玩具","pet toy"
"饭碗","rice bowl"
"盖饭","rice bowl"
"扎染","tie dye"
"萨菲德","Safed"
"民兵","militia"
"情感支持","emotional support"
"直言不讳","outspoken"
"项目经理","project manager"
"供给和需求","supply and demand"
"班车","Shuttle bus"
"快餐","fast food"
"射箭场","archery range"
"反馈","feedback"
"法式美甲","French manicure"
"锚点","anchor point"
"二胡","Erhu"
"沙棘","sea buckthorn"
"街头食品","street food"
"步入式衣柜","walk-in closet"
"Mountain Willow","Mountain Willow"
"耐抗生素的","antibiotic resistant"
"重工业","Heavy industry"
"沙瓦玛","Shawarma"
"龙舟","dragon boat"
"元宵节","Lantern Festival"
"真言","Mantra"
"露天啤酒店","Brasserie"
"沙漠节","desert festival"
"Eid-Ul-Fitr","Eid-Ul-Fitr"
"地下室","basement"
"草皮","turf"
"黄疸病","jaundice"
"后现代","Postmodern"
"PCR装置","PCR device"
"流行病学","Epidemiology"
"乙醇","ethanol"
"历史博物馆","history museum"
"镁","magnesium"
"石屋","stone house"
"生物化学家","biochemist"
"芬兰文化","Finnish culture"
"重金属","heavy metal"
"冰岛文化","icelandic culture"
"光线疗法","light therapy"
"正统犹太教","Orthodox Judaism"
"巴基斯坦文化","Pakistani culture"
"接缝","seam"
"苏非主义","Sufism"
"才艺表演","Talent show"
"牙签","toothpick"
"郁金香玫瑰","tulip rose"
"干冰","dry ice"
"Gurkha","Gurkha"
"基因组学","Genomics"
"五花肉","pork belly"
"汤碗","soup bowl"
"Julian Alps","Julian Alps"
"巫毒教","voodoo"
"哥伦比亚文化","colombian culture"
"野草莓","wild strawberry"
"大浪冲浪","big wave surfing"
"洞穴学","speleology"
"飞拉达","via ferrata"
"宫颈癌","cervical cancer"
"甲型流感病毒","Influenza A virus"
"中国茶","Chinese tea"
"平民","civilian"
"舞曲","dance music"
"尖顶","steeple"
"玉米迷宫","corn maze"
"雨林","rainforest"
"热带雨林","Rainforest"
"自行车链条","bicycle chain"
"杏花","apricot blossom"
"麦啤","wheat beer"
"迷人","charming"
"泡泡枪","bubble gun"
"运河屋","canal house"
"阶梯井","stepwell"
"冶金","metallurgy"
"精神病医院","Psychiatric hospital"
"水上乐园","water park"
"水上公园","water park"
"单桅纵帆船","sloop"
"赌桌","gambling table"
"埋伏","ambush"
"脂肪酸","fatty acid"
"钾","Potassium"
"遮瑕膏","Concealer"
"心肺系统","Cardiopulmonary system"
"白马","white horse"
"日式烧肉","Yakiniku"
"防火墙","firewall"
"结膜","conjunctiva"
"单反相机","SLR camera"
"小指","little finger"
"学校科学项目","school science project"
"气象预报员","weather forecaster"
"紫色丁香","purple lilac"
"智能手机","smart phone"
"功能手机","smart phone"
"凝胶包","gel pack"
"芝麻面包圈","Sesame bagel"
"餐桌礼仪","table manners"
"病原","pathogen"
"良性肿瘤","benign tumor"
"砖房","brick house"
"护手霜","hand cream"
"数字100","Number 100"
"树皮甲虫","bark beetle"
"钠","sodium"
"独奏表演","solo performance"
"交通罚单","traffic ticket"
"人数","Number of people"
"钙","calcium"
"脊柱侧凸","Scoliosis"
"冰球联盟","ice hockey league"
"发起人","sponsor"
"赞助","sponsor"
"先锋派的","avant-garde"
"伯爵夫人","countess"
"逃亡者","fugitive"
"烤盘","Baking pan"
"喜马拉雅盐","himalayan salt"
"马萨拉","Masala"
"塑料餐具","Plastic cutlery"
"熟的","Cooked"
"煮熟","cooked"
"鲷鱼烧","Taiyaki"
"剪贴本","scrapbook"
"摄氏","Celsius"
"pH值","pH value"
"圣诞市场","Christmas market"
"铅笔裙","pencil skirt"
"红茶","black tea"
"长外套","long coat"
"紧身牛仔裤","skinny jeans"
"痛风","gout"
"无谷蛋白","gluten free"
"蓝牙","Bluetooth"
"职业治疗","occupational therapy"
"发球台","tee box"
"北欧神话","norse mythology"
"两根手指","two fingers"
"胃食管反流病","Gastroesophageal reflux disease"
"飞行员眼镜","aviator glasses"
"猎豹纹","Cheetah print"
"手指珊瑚","finger coral"
"打破纪录","record breaking"
"得分跑","scoring run"
"薰衣草色","lavender color"
"速溶咖啡","instant coffee"
"卧式自行车","recumbent bike"
"扳机","trigger"
"平纹针织面料","Jersey fabric"
"红包","Red envelope"
"黄头发","yellow hair"
"藤架","pergola"
"凉棚","pergola"
"头靠膝盖","head on knees"
"自闭症","autism"
"偏见","bias"
"游说","lobbying"
"生理学者","physiologist"
"猫碗","cat bowl"
"墨水和刷子","ink and brush"
"100周年","100th anniversary"
"订阅","subscription"
"DNA测试","DNA test"
"扔在肩膀上","thrown over shoulder"
"工业风","industrial style"
"军械库","armory"
"淑女日","ladies day"
"挂绳","lanyard"
"正念","Mindfulness"
"女招待","waitress"
"电影节","Film Festival"
"猫式","cat pose"
"性能组","performance group"
"玩具相机效果","toy camera effect"
"康复中心","Rehabilitation Center"
"手套木偶","glove puppet"
"云莓","cloudberry"
"苍蝇拍","fly swatter"
"大回转","giant slalom"
"女子冰球","women's ice hockey"
"耳痛","Earache"
"反种族主义","anti-racism"
"食草","herbivorous"
"橙色头发","orange hair"
"条款和条件","terms and Conditions"
"可折叠的","foldable"
"伪造","forgery"
"女子越野滑雪","Women's cross-country skiing"
"动物服装","animal costume"
"黎巴嫩文化","lebanese culture"
"寻找爱情","Looking for Love"
"网页设计师","web designer"
"西方欧洲文化","Western European Culture"
"速降滑雪","downhill skiing"
"哥斯达黎加文化","Costa Rican Culture"
"医学研究","Medical Research"
"野外定向","Orienteering"
"艺术文化和娱乐","arts culture and entertainment"
"自由式小轮车","Freestyle BMX"
"女子拳击","women's boxing"
"圣战","Jihad"
"游击战","guerrilla warfare"
"人情趣味","Human interest"
"聚合物","polymer"
"季节性情绪失调","seasonal affective disorder"
"表层土","topsoil"
"城镇景观","townscape"
"女护士","female nurse"
"男女通用","unisex"
"生物信息学","bioinformatics"
"生态学家","Ecologist"
"市长","mayor"
"衣柜故障","wardrobe malfunction"
"地磁风暴","geomagnetic storm"
"男子赛道","men's track"
"抹灰工","plasterer"
"咸水钓鱼","salt water fishing"
"女子赛道","women's track"
"气动导管","pneumatic tube"
"地中海文化","mediterranean culture"
"普氏立克次体","Rickettsia prowazekii"
"帕金森氏症","Parkinson's Disease"
"凯安梗","Cairn Terrier"
"金牌","gold medal"
"北非文化","north african culture"
"红树林","mangrove forest"
"五月","May"
"短跑","sprint"
"冲刺","sprint"
"税","Tax"
"鳕鱼干","Dried cod"
"南瓜汤","pumpkin soup"
"戈绍","gosau"
"垂直稳定翼","vertical stabilizer"
"公平交易","fair trade"
"营养学家","Nutritionist"
"普利亚区","Puglia"
"肺炎细菌","pneumonia bacteria"
"压力传感器","Pressure Sensor"
"大自然保护协会","The Nature Conservancy"
"行军床","camp bed"
"中秋节","Mid-Autumn Festival"
"营养不良","Malnutrition"
"及膝长度","knee length"
"脚踝长度","ankle length"
"首席财务官","CFO"
"社交名媛","socialite"
"名媛","socialite"
"新浪潮","new wave"
"京剧","Peking Opera"
"执行总监","Executive Director"
"兴奋剂","doping"
"天星码头","Star Ferry Pier"
"伊斯兰革命","islamic revolution"
"艺术总监","Artistic Director"
"自动的","automatic"
"迷惑摇滚","Glam rock"
"衬衫裙","shirt dress"
"公里","kilometer"
"社会名流","celebrities"
"美人鱼礼服","mermaid dress"
"创作型歌手","singer-songwriter"
"世界卫生组织","World Health Organization"
"选区","constituency"
"运动训练营","sports training camp"
"丈夫","husband"
"妻子","wife"
"穆斯林兄弟会","Muslim Brotherhood"
"脱口秀主持人","talk show host"
"披肩领","shawl collar"
"秃头症","alopecia"
"逊尼派伊斯兰","sunni islam"
"互动性","interactivity"
"无鞍骑","bareback riding"
"美国退休人员协会","AARP"
"丧失抵押品赎回权","foreclosure"
"自我毁灭的行为","self-destructive behavior"
"食物银行","food bank"
"卡宾枪","carbine"
"2008","2008"
"巴勒斯坦的","Palestinian"
"女朋友","girlfriend"
"研究基金会","research foundation"
"客户关系管理","customer relationship management"
"双排扣","Double breasted"
"小黑裙","Little black dress"
"女公爵","Duchess"
"光头党","skinhead"
"女子高尔夫","women's golf"
"电台主持人","radio host"
"模因","meme"
"航海风格","nautical style"
"地球之友组织","friends of the earth"
"爱国者法案","patriot act"
"人类栖息地","habitat for humanity"
"政府大臣","government minister"
"超级模特","supermodel"
"助手","assistant"
"裹身裙","wrap skirt"
"电视行业","television industry"
"中国戏曲","Chinese opera"
"投票权","Voting rights"
"农学家","agronomist"
"骨科医生","Orthopedist"
"财务分析员","financial analyst"
"毛拉","Mullah"
"驴车","donkey cart"
"硬拉","deadlift"
"2016","2016"
"2018","2018"
"2022","2022"
"2019","2019"
"2015年","2015"
"2021","2021"
"2020","2020"
"2017年","2017"
"耳鼻喉科医师","Otolaryngologist"
"镇静剂","sedative"
"果糖","fructose"
"湿度","humidity"
"除湿机","dehumidifier"
"2007","2007"
"2023年","2023"
"2013","2013"
"力量举重","Powerlifting"
"弗拉明戈舞","Flamenco"
"微晶玻璃","glass-ceramic"
"炼钢","steelmaking"
"远程医疗","Telemedicine"
"坐骨神经痛","sciatica"
"儿童护理员","child care worker"
"自动驾驶","Autopilot"
"杏仁奶","almond milk"
"水杉","Metasequoia"
"心血管运动","cardiovascular exercise"
"投资回报","return on investment"
"沙发床","sofa bed"
"政治和政府","politics and government"
"植物标本室","Herbarium"
"分光光度计","Spectrophotometer"
"测地学","geodesy"
"农业合作社","agricultural cooperative"
"电动自行车","electric bicycle"
"聚丙烯","polypropylene"
"疾控中心","Centers for Disease Control and Prevention"
"社会党国际","socialist international"
"游牧生活方式","nomadic lifestyle"
"乳腺癌护理","breast cancer care"
"工业软管","Industrial hose"
"社区学院","community College"
"游戏手柄","gamepad"
"武士刀","Samurai sword"
"隐私分区","privacy partition"
"沙滩足球","beach soccer"
"步兵","infantry"
"轮椅篮球","wheelchair basketball"
"柚木树","teak tree"
"自行车队","cycling team"
"杂志封面","magazine cover"
"情绪板","mood board"
"半干旱","semi-arid"
"死亡面具","death mask"
"太极","Tai Chi"
"太极拳","Tai Chi"
"国际网球联合会","international tennis federation"
"零浪费","zero waste"
"4G","4G"
"传统音乐","Traditional Music"
"另类摇滚","alternative rock"
"紫色头发","purple hair"
"斜拉桥","cable-stayed bridge"
"省油","Fuel efficient"
"轮椅网球","wheelchair tennis"
"可能","possible"
"卵巢癌","ovarian cancer"
"整形外科医生","plastic surgeon"
"连锁店","chain store"
"商店开业","store opening"
"河堤","embankment"
"堤岸","embankment"
"时尚买家","fashion buyer"
"印度音乐","indian music"
"柴油","diesel fuel"
"综合格斗","mixed martial arts"
"V8","V8"
"燃料类型","Fuel type"
"韩服","Hanbok"
"新婚","newlywed"
"内阁成员","cabinet member"
"清洁海绵","cleaning sponge"
"可持续资源","sustainable resources"
"女子篮球","women's basketball"
"阿修罗","Asura"
"女子乐队","girl band"
"军队头盔","army helmet"
"原声蓝调","acoustic blues"
"音乐疗法","music therapy"
"流离失所的人","displaced people"
"网络钓鱼","Phishing"
"宠物动物园","petting zoo"
"牙买加文化","jamaican culture"
"黑色的唇膏","black lipstick"
"取暖油","heating oil"
"独脚架","Monopod"
"压路车","road roller"
"慈善捐赠","Charitable donation"
"殖民主义","colonialism"
"伊拉克文化","Iraqi culture"
"茶水间","Pantry"
"备餐间","Pantry"
"曲棍球","hockey"
"高动态范围成像","high dynamic range imaging"
"翻修","renovation"
"亚运会","Asian Games"
"瑜伽馆","yoga studio"
"草药师","herbalist"
"委内瑞拉文化","Venezuelan culture"
"黄眼睛","yellow eyes"
"机电一体化","Mechatronics"
"高尔夫锦标赛","golf tournament"
"候选人","candidate"
"火车工程师","train engineer"
"神经外科医生","neurosurgeon"
"国会","congress"
"肥皂","Soap"
"大脚趾","big toe"
"木材着色料","wood stain"
"魔术表演","Magic show"
"装置艺术","Installation art"
"工业音乐","industrial music"
"腿毛","Leg hair"
"风吕敷","Furoshiki"
"摩托车护目镜","motorcycle goggles"
"灌木林","shrubland"
"固定齿轮","fixed gear"
"流行音乐","Pop music"
"领事馆","consulate"
"气枪","air gun"
"轮式行李","wheeled luggage"
"轮船","ship"
"胸痛","chest pain"
"传染性单核细胞增多","infectious mononucleosis"
"羟色胺","Serotonin"
"在之间","Between"
"瘫痪","paralysis"
"危机","crisis"
"银影侠","Silver Surfer"
"波浪发","wavy hair"
"饱和脂肪","Saturated fat"
"视觉效果","Visual effect"
"包船","charter boat"
"信用评分","credit score"
"天使服装","angel costume"
"前臂","forearm"
"点球","Penalty kick"
"高中篮球","high school basketball"
"大气光线","atmospheric light"
"佛陀的生日","Buddha's birthday"
"橄榄树果园","olive orchard"
"橙色唇膏","orange lipstick"
"联邦应急管理局","FEMA"
"雨季","rainy season"
"血红蛋白","hemoglobin"
"戳刺","jab"
"黄斑变性","macular degeneration"
"老花眼","Presbyopia"
"绑架","kidnapping"
"智力残疾","intellectual disability"
"绿色建筑","Green Building"
"纹身机","tattoo machine"
"毛衫连衣裙","sweater dress"
"长项链","long necklace"
"宽腿裤","wide leg pants"
"摩托游艇","motor yacht"
"骨头","bone"
