"young abstract","Abstract"
"mudhra","#N/A"
"hank","#N/A"
"joyfulnes","#N/A"
"health issue","#N/A"
"pastoralist","#N/A"
"high-heel","#N/A"
"rocky hill","#N/A"
"housewive","#N/A"
"enhance","#N/A"
"indio","#N/A"
"food ingredient","#N/A"
"oversea","#N/A"
"colorful bangle","#N/A"
"happynes","#N/A"
"kilometre","#N/A"
"price label","#N/A"
"strive","#N/A"
"acre","#N/A"
"beautiful mountain","#N/A"
"washing cloth","#N/A"
"lower limb","#N/A"
"life lesson","#N/A"
"colorful light","#N/A"
"looking downward","#N/A"
"looking at hand","#N/A"
"louver","#N/A"
"million","#N/A"
"metric","#N/A"
"obstetric","#N/A"
"ear drop","#N/A"
"red glove","#N/A"
"wheel chair","#N/A"
"beautiful moment","#N/A"
"russian ruble","#N/A"
"mourn","#N/A"
"passe","#N/A"
"quadricep","#N/A"
"biting nail","#N/A"
"neckles","#N/A"
"neuron","#N/A"
"norm","#N/A"
"slot","#N/A"
"directive","#N/A"
"philip","#N/A"
"palma","#N/A"
"halve","#N/A"
"pastele","#N/A"
"highlander","#N/A"
"frontliner","#N/A"
"serrano","#N/A"
"onlooker","#N/A"
"religious object","#N/A"
"secateur","#N/A"
"cite","#N/A"
"wooden pole","#N/A"
"sea port","#N/A"
"dry color","#N/A"
"folded hand","#N/A"
"gift pack","#N/A"
"major","#N/A"
"difficultie","#N/A"
"harvested crop","#N/A"
"best seller","#N/A"
"consumer good","#N/A"
"pusher","#N/A"
"plastic art","#N/A"
"tatter","#N/A"
"railway rail","#N/A"
"lower","#N/A"
"refection","#N/A"
"familie","#N/A"
"relaxe","#N/A"
"eid prayer","#N/A"
"re-open","#N/A"
"copie","#N/A"
"ressource","#N/A"
"roque","#N/A"
"shoo","#N/A"
"allergie","#N/A"
"serie","#N/A"
"all shirt","#N/A"
"half pant","#N/A"
"short pant","#N/A"
"gesture hand","#N/A"
"protest sign","#N/A"
"signe","#N/A"
"fundamental","#N/A"
"kleine","#N/A"
"munchie","#N/A"
"activity room","#N/A"
"individual sport","#N/A"
"net sport","#N/A"
"playoff","#N/A"
"watch sport","#N/A"
"scenic spot","#N/A"
"cobble","#N/A"
"seafood market","#N/A"
"chinstrap","#N/A"
"tannin","#N/A"
"sun shade","#N/A"
"packing material","#N/A"
"surpri","#N/A"
"cygnet","#N/A"
"sweat pant","#N/A"
"represent","#N/A"
"symbole","#N/A"
"strategie","#N/A"
"ranger","#N/A"
"thieve","#N/A"
"weave","#N/A"
"fingertip","#N/A"
"toe nail","#N/A"
"tourim","#N/A"
"turist","#N/A"
"teddybear","#N/A"
"exchange","#N/A"
"carrie","#N/A"
"trea","#N/A"
"pantaloon","#N/A"
"upper limb","#N/A"
"wield","#N/A"
"dale","#N/A"
"barka","#N/A"
"supplier","#N/A"
"food stand","#N/A"
"version","#N/A"
"funny video","#N/A"
"elector","#N/A"
"wallnut","#N/A"
"watering plant","#N/A"
"three wheel","#N/A"
"wive","#N/A"
"blow","#N/A"
"wind-chime","#N/A"
"scrapper","#N/A"
"alpine ski","Alpine Skiing"
"analys","analysing"
"applaud","Applauding"
"approach","Approaching"
"audio engineer","audio engineering"
"backcountry ski","backcountry skiing"
"balanc","balancing"
"batt","batting"
"begg","begging"
"bicycle tour","bicycle touring"
"bicycl","bicycling"
"bird watch","Bird Watching"
"birdwatch","birdwatching"
"bloat","bloating"
"blogg","Blogging"
"bodybuild","bodybuilding"
"brows","browsing"
"bungee jump","Bungee Jumping"
"burp","burping"
"bury","Burying"
"busk","busking"
"buzz","Buzzing"
"calculat","Calculating"
"car pool","Car Pooling"
"chang","changing"
"chatt","chatting"
"chew","Chewing"
"chok","Choking"
"choos","Choosing"
"clamber","Clambering"
"clapp","Clapping"
"cleans","cleansing"
"clon","Cloning"
"clos","Closing"
"communicat","communicating"
"complain","Complaining"
"composit","compositing"
"comput","computing"
"concentrat","concentrating"
"consol","Consoling"
"creep","creeping"
"crowdfund","Crowdfunding"
"curtsey","Curtseying"
"cutt","Cutting"
"danc","Dancing"
"declutter","Decluttering"
"defrost","Defrosting"
"demolish","Demolishing"
"demonstrat","demonstrating"
"descend","descending"
"disembark","Disembarking"
"disobey","disobeying"
"distance learn","distance learning"
"disturb","disturbing"
"droop","Drooping"
"duel","Dueling"
"earr","Earring"
"elearn","elearning"
"enact","enacting"
"environmental engineer","environmental engineering"
"erupt","Erupting"
"etch","Etching"
"even","evening"
"examin","Examining"
"excit","exciting"
"exercis","Exercising"
"explor","exploring"
"ferment","Fermenting"
"finger paint","Finger Painting"
"finger point","finger pointing"
"fireproof","fireproofing"
"fitt","fitting"
"flash light","flash lighting"
"flyboard","Flyboarding"
"food poison","Food Poisoning"
"forecast","Forecasting"
"fram","framing"
"free fall","Free Falling"
"freez","freezing"
"frisk","Frisking"
"gaslight","gaslighting"
"gestur","Gesturing"
"good look","good looking"
"grape harvest","Grape Harvesting"
"hairdress","hairdressing"
"hairstyl","hairstyling"
"hatch","Hatching"
"hiss","hissing"
"hitt","Hitting"
"hot desk","Hot Desking"
"housekeep","housekeeping"
"hous","housing"
"hover","Hovering"
"howl","Howling"
"inline skat","Inline Skating"
"jogg","Jogging"
"joust","Jousting"
"kickbox","Kickboxing"
"kite surf","kite surfing"
"kitesurf","kitesurfing"
"knead","Kneading"
"knitt","Knitting"
"laminate floor","laminate flooring"
"leav","Leaving"
"limp","limping"
"live stream","Live Streaming"
"loot","looting"
"lynch","lynching"
"machin","machining"
"measur","Measuring"
"mechanical engineer","Mechanical Engineering"
"meditat","Meditating"
"metal rail","metal railing"
"modell","modelling"
"molt","molting"
"morn","Morning"
"morph","Morphing"
"mountain board","mountain boarding"
"mudbath","Mudbathing"
"multi-task","Multi-Tasking"
"nett","Netting"
"nordic walk","Nordic Walking"
"nurs","nursing"
"observ","observing"
"offload","offloading"
"online book","Online Booking"
"online market","online marketing"
"orbit","Orbiting"
"organic garden","Organic Gardening"
"overeat","Overeating"
"overflow","Overflowing"
"overhang","Overhanging"
"oversleep","Oversleeping"
"parachut","Parachuting"
"parasail","Parasailing"
"pasch","Pasching"
"perch","Perching"
"pickpocket","pickpocketing"
"pig farm","pig farming"
"plac","placing"
"plann","Planning"
"poach","poaching"
"power walk","Power Walking"
"practic","Practicing"
"programm","programming"
"proofread","Proofreading"
"protective cloth","protective clothing"
"pucker","Puckering"
"purchas","purchasing"
"purr","Purring"
"quack","Quacking"
"racketeer","racketeering"
"radio broadcast","Radio Broadcasting"
"rais","raising"
"rebuild","Rebuilding"
"refuel","Refueling"
"restrain","Restraining"
"rethink","rethinking"
"rock climb","Rock Climbing"
"saga","Sagaing"
"sea kayak","Sea Kayaking"
"serv","serving"
"sett","Setting"
"shak","Shaking"
"sharpen","Sharpening"
"shopp","Shopping"
"sitt","Sitting"
"skat","Skating"
"ski mountaineer","Ski Mountaineering"
"ski tour","Ski Touring"
"slacklin","Slacklining"
"sleepwalk","Sleepwalking"
"slid","Sliding"
"smart farm","Smart Farming"
"smock","Smocking"
"sneez","Sneezing"
"snort","Snorting"
"spank","Spanking"
"spawn","Spawning"
"spill","Spilling"
"spinn","Spinning"
"splitboard","splitboarding"
"sports cloth","Sports Clothing"
"squirm","squirming"
"stamped","stampeding"
"sting","Stinging"
"strok","Stroking"
"styl","styling"
"suck","Sucking"
"sun bath","sun bathing"
"swimm","Swimming"
"sword fight","Sword Fighting"
"tack","Tacking"
"tann","tanning"
"tast","Tasting"
"teas","Teasing"
"trad","Trading"
"trekk","trekking"
"trespass","trespassing"
"unbox","Unboxing"
"unload","Unloading"
"unravel","unraveling"
"upskill","Upskilling"
"vertical farm","Vertical Farming"
"volley","Volleying"
"wakesurf","wakesurfing"
"wall climb","wall climbing"
"wallow","Wallowing"
"waltz","waltzing"
"warm cloth","Warm Clothing"
"warn","warning"
"waterski","Waterskiing"
"weigh","weighing"
"weightlift","Weightlifting"
"well be","well being"
"well-be","well-being"
"wellbe","Wellbeing"
"windsurf","Windsurfing"
"winn","Winning"
"conquer","#N/A"
"haunt","#N/A"
"tuck","#N/A"
"understand","#N/A"
"tempt","#N/A"
"overthink","#N/A"
"dissect","#N/A"
"angl","#N/A"
"announc","#N/A"
"annoy","#N/A"
"comm","#N/A"
"allow","#N/A"
"christen","#N/A"
"beginn","#N/A"
"belong","#N/A"
"hoard","#N/A"
"peck","#N/A"
"indict","#N/A"
"flicker","#N/A"
"punish","#N/A"
"shatter","#N/A"
"aspirat","#N/A"
"large build","#N/A"
"formal cloth","#N/A"
"sooth","#N/A"
"carr","#N/A"
"challeng","#N/A"
"verify","#N/A"
"colouring","#N/A"
"concret","#N/A"
"confus","#N/A"
"ramm","#N/A"
"consum","#N/A"
"invent","#N/A"
"overcrowd","#N/A"
"wail","#N/A"
"graft","#N/A"
"exist","#N/A"
"prun","#N/A"
"troubleshoot","#N/A"
"vegetarian diet","#N/A"
"burrow","#N/A"
"separat","#N/A"
"lear","#N/A"
"electronic engineer","#N/A"
"savor","#N/A"
"savour","#N/A"
"cow farm","#N/A"
"financ","#N/A"
"locat","#N/A"
"complet","#N/A"
"herr","#N/A"
"gush","#N/A"
"broil","#N/A"
"frustrat","#N/A"
"deep fry","#N/A"
"amus","#N/A"
"bett","#N/A"
"landscap","#N/A"
"glanc","#N/A"
"tipp","#N/A"
"sanctify","#N/A"
"geld","#N/A"
"imagin","#N/A"
"simulat","#N/A"
"pent","#N/A"
"uplift","#N/A"
"overwhelm","#N/A"
"irritat","#N/A"
"abduct","#N/A"
"lectur","#N/A"
"deafen","#N/A"
"tinker","#N/A"
"controll","#N/A"
"parad","#N/A"
"publish","#N/A"
"slumber","#N/A"
"tell","#N/A"
"bleed","#N/A"
"positive feel","#N/A"
"phon","#N/A"
"picnick","#N/A"
"pleas","#N/A"
"pract","#N/A"
"practis","#N/A"
"produc","#N/A"
"cropp","#N/A"
"distill","#N/A"
"e-ticket","#N/A"
"register","#N/A"
"telecommunicat","#N/A"
"unscrew","#N/A"
"reus","#N/A"
"telemarket","#N/A"
"itch","#N/A"
"vend","#N/A"
"servic","#N/A"
"jerk","#N/A"
"exclaim","#N/A"
"reveal","#N/A"
"sight see","#N/A"
"smack","#N/A"
"brak","#N/A"
"drench","#N/A"
"feint","#N/A"
"roller ski","#N/A"
"loos","#N/A"
"video stream","#N/A"
"strengthen","#N/A"
"leg stretch","#N/A"
"strik","#N/A"
"struggl","#N/A"
"summ","#N/A"
"snorkell","#N/A"
"instruct","#N/A"
"educat","#N/A"
"telephon","#N/A"
"slop","#N/A"
"toothy smil","#N/A"
"hand hold","#N/A"
"trac","#N/A"
"rope climb","#N/A"
"flutter","#N/A"
"welcom","#N/A"
"murmur","#N/A"
"sputter","#N/A"
"winnow","#N/A"
"wrinkl","#N/A"
"wright","#N/A"
"noth","#N/A"
"accompanying","accompany"
"addicting","Addict"
"adverting","advert"
"after raining","after rain"
"agening","Agen"
"agreeing","agree"
"agreementing","Agreement"
"airing","air"
"airbrushing","Airbrush"
"alerting","alert"
"alling","all"
"amazinging","amazing"
"ambient lighting","Ambient Light"
"angering","Anger"
"appearing","appear"
"appointing","appoint"
"arching","arch"
"archering","archer"
"architecting","Architect"
"arming","Arm"
"arresting","Arrest"
"artificial lighting","artificial light"
"astonishing","astonish"
"attaching","attach"
"auditioning","Audition"
"axing","ax"
"back lighting","back light"
"back packing","back pack"
"bailing","bail"
"baiting","bait"
"ballooning","Balloon"
"banging","bang"
"baring","bar"
"barbecueing","barbecue"
"barbequeing","barbeque"
"battering","batter"
"baying","bay"
"bbqing","bbq"
"beaching","Beach"
"beautifying","beautify"
"beeing","Bee"
"belting","Belt"
"benting","Bent"
"biding","Bid"
"binge watching","Binge Watch"
"bleaching","Bleach"
"blinding","blind"
"blindfolding","Blindfold"
"blistering","Blister"
"blood flowing","Blood Flow"
"blood testing","Blood Test"
"blue lighting","blue light"
"bluffing","bluff"
"bmxing","bmx"
"bolding","bold"
"bolting","bolt"
"booming","boom"
"bossing","boss"
"bottoming","bottom"
"bounding","bound"
"branching","branch"
"breading","Bread"
"breakfasting","Breakfast"
"bright lighting","bright light"
"brooming","Broom"
"browning","Brown"
"bucketing","Bucket"
"bulling","bull"
"bushing","Bush"
"busting","bust"
"busying","Busy"
"butchering","Butcher"
"canceling","Cancel"
"canvassing","canvass"
"captaining","captain"
"car parking","car park"
"caravaning","caravan"
"carding","card"
"carping","Carp"
"carpentering","Carpenter"
"carpeting","carpet"
"cartwheeling","Cartwheel"
"carwashing","carwash"
"cashing","cash"
"casual wearing","casual wear"
"cautioning","caution"
"centering","center"
"chalking","chalk"
"channeling","channel"
"charting","Chart"
"chauffeuring","Chauffeur"
"cheeking","Cheek"
"chiseling","Chisel"
"clamping","Clamp"
"clawing","Claw"
"clocking","Clock"
"clouding","cloud"
"coffee drinking","coffee drink"
"coiling","coil"
"coining","Coin"
"color blocking","Color Block"
"combating","combat"
"computering","Computer"
"concerning","concern"
"conflicting","Conflict"
"confronting","confront"
"contacting","contact"
"contouring","contour"
"controling","Control"
"cooing","coo"
"cording","cord"
"corning","Corn"
"cornering","Corner"
"correcting","correct"
"costing","cost"
"courting","court"
"cramping","Cramp"
"crediting","credit"
"creeking","creek"
"cresting","crest"
"crewing","Crew"
"cricketing","cricket"
"crofting","croft"
"croping","crop"
"crowning","crown"
"crunching","crunch"
"cuddleing","cuddle"
"cueing","cue"
"curbing","Curb"
"dairying","dairy"
"dairy farming","Dairy Farm"
"dawning","Dawn"
"deadlifting","Deadlift"
"deeping","Deep"
"deep sea fishing","Deep Sea Fish"
"delighting","delight"
"depositing","deposit"
"destructing","destruct"
"detoxing","Detox"
"diging","dig"
"digital watching","digital watch"
"discontenting","discontent"
"discounting","discount"
"disrespecting","disrespect"
"dizzying","Dizzy"
"djing","DJ"
"dna testing","DNA Test"
"doctoring","Doctor"
"dolling","Doll"
"doting","dot"
"droping","Drop"
"dunking","dunk"
"dying","dy"
"e-mailing","E-Mail"
"egging","Egg"
"emailing","email"
"emmering","emmer"
"emulsioning","emulsion"
"escorting","escort"
"eventing","Event"
"excessing","Excess"
"exerting","exert"
"exhausting","exhaust"
"exploiting","exploit"
"eyeing","Eye"
"eye testing","eye test"
"face lifting","Face Lift"
"facebooking","facebook"
"failing","fail"
"fairing","fair"
"fashioning","Fashion"
"fashion shooting","fashion shoot"
"fathering","Father"
"feasting","feast"
"feathering","Feather"
"fileing","file"
"filleting","Fillet"
"fingering","Finger"
"fizzing","fizz"
"flighting","flight"
"flocking","flock"
"flouring","Flour"
"foiling","foil"
"foldering","folder"
"footing","Foot"
"fording","ford"
"forwarding","forward"
"fostering","foster"
"fowling","fowl"
"fragmenting","fragment"
"freeing","free"
"freshing","fresh"
"fruiting","Fruit"
"gaging","Gag"
"gasing","Gas"
"ghosting","Ghost"
"glassing","glass"
"glimmering","glimmer"
"glossing","gloss"
"glueing","Glue"
"golding","gold"
"good lucking","good luck"
"googleing","google"
"grabing","grab"
"grassing","Grass"
"graying","gray"
"greeding","Greed"
"greening","green"
"grouting","Grout"
"hair colouring","hair colour"
"hair dyeing","Hair Dye"
"hairbrushing","Hairbrush"
"hamming","hamm"
"hampering","hamper"
"handcrafting","handcraft"
"handicrafting","handicraft"
"handstanding","Handstand"
"harassing","harass"
"hardwood flooring","Hardwood Floor"
"harming","harm"
"harnessing","harness"
"hating","Hat"
"haying","Hay"
"hazarding","hazard"
"healthy dieting","healthy diet"
"healthy drinking","healthy drink"
"heaping","Heap"
"heeling","heel"
"helming","Helm"
"henna tattooing","Henna Tattoo"
"highlighting","highlight"
"hinting","hint"
"hoeing","hoe"
"home studying","home study"
"honeymooning","Honeymoon"
"honoring","Honor"
"hooking","hook"
"hoovering","hoover"
"house planting","house plant"
"houseboating","Houseboat"
"householding","household"
"hula hooping","hula hoop"
"hulling","Hull"
"hungering","hunger"
"hurrying","hurry"
"ice bathing","Ice Bath"
"implanting","Implant"
"importing","import"
"inking","Ink"
"inlaying","Inlay"
"insulting","insult"
"interior designing","interior design"
"inventorying","inventory"
"jacking","jack"
"jet skiing","jet ski"
"jointing","joint"
"journeying","Journey"
"joying","Joy"
"karaokeing","Karaoke"
"keeling","keel"
"keying","Key"
"kippering","Kipper"
"kneeing","Knee"
"laboring","labor"
"laddering","Ladder"
"lasting","Last"
"leafing","Leaf"
"led lighting","LED Light"
"leeching","Leech"
"lieing","lie"
"live broadcasting","Live Broadcast"
"loafing","loaf"
"loaning","Loan"
"long boarding","long board"
"longboarding","longboard"
"looming","Loom"
"lossing","Loss"
"lucking","Luck"
"lumbering","lumber"
"lunching","Lunch"
"maintenance engineering","Maintenance Engineer"
"malling","mall"
"mastering","master"
"metering","meter"
"minding","mind"
"minting","mint"
"misting","mist"
"modifying","modify"
"monkeying","Monkey"
"moonlighting","Moonlight"
"moping","Mop"
"motioning","Motion"
"mouthing","Mouth"
"mulching","Mulch"
"mullet fishing","mullet fish"
"muscular building","Muscular Build"
"mushrooming","Mushroom"
"muslim praying","muslim pray"
"narrowing","Narrow"
"natural lighting","natural light"
"natural looking","natural look"
"nearing","near"
"necking","Neck"
"neglecting","neglect"
